clues|clavedelainstitucion|nombredelainstitucion|clavedelaentidad|entidad|clavedelmunicipio|municipio|clavedelalocalidad|localidad|clavedelajurisdiccion|jurisdiccion|clavedeltipoestablecimiento|nombretipoestablecimiento|clavedetipologia|nombredetipologia|clavedesubtipologia|nombredesubtipologia|nombredelaunidad|nombrecomercial|clavetipodevialidad|tipodevialidad|vialidad|numeroexterior|numerointerior|clavetipodeasentamiento|tipodeasentamiento|asentamiento|codigopostal|referenciasdeldomicilio|claveestatusdeoperacion|estatusdeoperacion|rfcdelestablecimiento|telefono1delestablecimiento|extensiontelefonica1delestab|telefono2delestablecimiento|extensiontelefonica2delestab|fechadeconstruccion|fechadeiniciodeoperacion|claveunidadmovilmarca|unidadmovilmarca|unidadmovilmarcaespecifica|unidadmovilmodelo|claveunidadmovilprograma|unidadmovilprograma|claveunidadmoviltipo|unidadmoviltipo|claveunidadmoviltipologia|unidadmoviltipologia|clavedelainsadm|nombredelainsadm|clavenivelatencion|nivelatencion|claveestratounidad|estratounidad|clavetipoobra|tipoobra|clavepropiedaddelinmueble|propiedaddelinmueble|observacionesalregistro|latitud|longitud|claveultimomovimiento|ultimomovimiento|fechaultimomovimiento|comentariosdelavalidacion|clavemotivobaja|motivobaja|fechaefectivadebaja
DGSSA017493|SSA|SECRETARIA DE SALUD|10|DURANGO|032|SANTIAGO PAPASQUIARO|0001|SANTIAGO PAPASQUIARO|03|SANTIAGO PAPASQUIARO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTIAGO PAPASQUIARO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTIAGO PAPASQUIARO|5|CALLE|TARAHUMARA ESQUINA MARIANO ESCOBEDO|90  ||7|COLONIA|LOMAS DEL TEPEYAC|34635|CALLE TARAHUMARA ESQ. MARIANO ESCOBEDO|1|EN OPERACION|SSD 960927CR4 |6748626332||||01/01/2008|01/01/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|||1|PROPIO|SE REALIZA LA MODIFICACIÓN DE DIVERSAS VARIABLES, CON EL FIN DE MANTENER LOS DATOS ACTUALIZADOS.. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.0425|-105.43|B|MODIFICACION|04/06/2015||||
GRIMB010121|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|050|PUNGARABATO|0001|CIUDAD ALTAMIRANO|01|TIERRA CALIENTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CD. ALTMIRANO PUNGARABATO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CD. ALTMIRANO PUNGARABATO|5|CALLE|RÍO DEL ORO ESQUINA RÍO CUIRIO|18||7|COLONIA|RÍO BALSAS|40660|RÍO DEL ORO ESQ. CALLE RÍO CUIRIO, COL. RÍO BALSAS|1|EN OPERACION|SSI220901JS5|7676720413||||01/05/2008|01/08/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.353067|-100.678587|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010133|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|035|IGUALA DE LA INDEPENDENCIA|0001|IGUALA DE LA INDEPENDENCIA|02|NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IGUALA DE LA INDEPENDENCIA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IGUALA DE LA INDEPENDENCIA|5|CALLE|TLALIXTLAHUACA|12||7|COLONIA|INSURGENTES|40033|CALLE TLALIXTLAHUACA NO. 12, COL. INSURGENTES|1|EN OPERACION|SSI220901JS5|7333327759||||01/05/2008|01/05/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.362808|-99.523783|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010150|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|055|TAXCO DE ALARCON|0001|TAXCO DE ALARCON|02|NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAXCO DE ALARCÓN|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAXCO DE ALARCÓN|3|AVENIDA|LIBRAMIENTO |SIN NÚMERO||7|COLONIA|PENÍNSULA AHUACATITLÁN|40225|LIBRAMIENTO DE TAXCO, SALIDA A MÉXICO, COL.|1|EN OPERACION|SSI220901JS5|7621019064||||01/02/2008|03/08/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|18.56418|-99.597291|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010162|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|029|CHILPANCINGO DE LOS BRAVO|0001|CHILPANCINGO DE LOS BRAVO|03|CENTRO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CHILPANCINGO DE LOS BRAVO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CHILPANCINGO DE LOS BRAVO|5|CALLE|VENUSTIANO CARRANZA ENTRE GENERAL ANDRÉS FIGUEROA Y GENERAL ROMULO FIGUEROA|18||7|COLONIA|20 DE NOVIEMBRE|39096|VENUSTIANO CARRANZA NO. 18 ENTRE GRAL. ANDRÉS FIGUEROA Y GRAL. ROMULO FIGUEROA, COL. 20 DE NOVIEMBRE|1|EN OPERACION|SSI220901JS5|7474949883||||01/04/2008|01/05/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|17.52701|-99.483625|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010174|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|066|TLAPA DE COMONFORT|0001|TLAPA DE COMONFORT|04|MONTAÑA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TLAPA DE COMONFORT|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TLAPA DE COMONFORT|24|CARRETERA|TLAPA-PUEBLA KM. 1.5|SIN NÚMERO||25|PUEBLO|PIRAMIDES DE CONTLALCO|41300|CARRETERA TLAPA-PUEBLA KM. 1.5, COL. PIRAMIDES DE CONTLALCO|1|EN OPERACION|SSI220901JS5|7571083732||||01/06/2008|01/05/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|17.550548|-98.560919|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010186|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|021|COYUCA DE BENITEZ|0001|COYUCA DE BENITEZ|05|COSTA GRANDE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COYUYA DE BENITEZ|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COYUYA DE BENITEZ|22|NINGUNO|JOSÉFA ORTÍZ DE DOMÍNGUEZ|37||7|COLONIA|CERRO DEL FORTÍN|40972|JOSÉFA ORTÍZ DE DOMÍNGUEZ NO. 37, COL. CERRO DEL FORTÍN|1|EN OPERACION|SSI220901JS5|0000000000||||01/04/2008|01/05/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|17.011361|-100.08823|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010191|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|038|ZIHUATANEJO DE AZUETA|0001|ZIHUATANEJO|05|COSTA GRANDE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COACOYUL ZIHUATANEJO DE AZUETA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COACOYUL ZIHUATANEJO DE AZUETA|5|CALLE|SIN NOMBRE|SIN NÚMERO||7|COLONIA|EL COACOYUL|40882|D/C JUNTO AL CENTRO DE SALUD, COL. EL COACOYUL|1|EN OPERACION|SSI220901JS5|0000000000||||01/03/2008|01/05/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|17.638024|-101.48113|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010203|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|053|SAN MARCOS|0001|SAN MARCOS|06|COSTA CHICA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN MARCOS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN MARCOS|3|AVENIDA|TAMARINDAL|SIN NÚMERO||7|COLONIA|AMPLIACIÓN ATERRIZAJE|39960|ATERRIZAJE|1|EN OPERACION|SSI220901JS5|0000000000||||01/09/2008|01/08/2012|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|16.797527|-99.377288|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010215|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|046|OMETEPEC|0001|OMETEPEC|06|COSTA CHICA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES OMETEPEC|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES OMETEPEC|5|CALLE|SIN NOMBRE|SIN NÚMERO||7|COLONIA|EL POLVORÍN|41700|DOMICILIO CONOCIDO, COL. EL POLVORÍN|1|EN OPERACION|SSI220901JS5|7414148961||7414121961||01/03/2008|01/12/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|16.692505|-98.42721|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010232|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|001|ACAPULCO DE JUAREZ|0001|ACAPULCO DE JUAREZ|07|ACAPULCO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ACAPULCO I (RENACIMIENTO)|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ACAPULCO I (RENACIMIENTO)|5|CALLE|JUAN R. ESCUDERO|158||5|CIUDAD|RENACIMIENTO|39715|JUAN R. ESCUDERO NO. 158, COL. CD. RENACIMIENTO|1|EN OPERACION|SSI220901JS5|0000000000||||01/10/2007|01/05/2009|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|16.900975|-99.827086|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GRIMB010442|IMB|SERVICIOS DE SALUD IMSS BIENESTAR |12|GUERRERO|001|ACAPULCO DE JUAREZ|0001|ACAPULCO DE JUAREZ|07|ACAPULCO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ACAPULCO II (PROGRESO)|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ACAPULCO II (PROGRESO)|5|CALLE|IGNACIO VALLARTA ESQUINA DURANGO|1||7|COLONIA|PROGRESO|39350|AVENIDA IGNACIO VALLARTA ESQUINA DURANGO NO. 1, COL. PROGRESO|1|EN OPERACION|SSI220901JS5|0000000000||||11/02/2010|01/01/2012|||||||||||IMB|SERVICIOS DE SALUD IMSS BIENESTAR |1|PRIMER NIVEL|2|URBANO|6|SIN MODIFICACION|5|OTRO|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TTRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|16.86133|-99.900883|A|ALTA|18/07/2024|ESTABLECIMIENTO QUE PERTENECÍA A SECRETARIA DE SALUD DEL ESTADO, SE TRANSFIERE A SERVICIOS DE SALUD IMSS BIENESTAR.|||
GTSSA017035|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|003|SAN MIGUEL DE ALLENDE|0001|SAN MIGUEL DE ALLENDE|02|II SAN MIGUEL DE ALLENDE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN  MIGUEL DE ALLENDE|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN  MIGUEL DE ALLENDE|3|AVENIDA|PRIMERO DE MAYO|7||16|FRACCIONAMIENTO| IGNACIO RAMIREZ|37748|AV. PRIMERO DE MAYO NO. 7, FRACC. IGNACIO RAMIREZ|1|EN OPERACION|ISP961122JV5|4151204799||0000000000||05/04/2007|06/04/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.909344|-100.719187|B|MODIFICACION|31/05/2011||||
GTSSA017040|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|037|SILAO DE LA VICTORIA|0001|SILAO DE LA VICTORIA|08|VIII LEÓN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SILAO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SILAO|4|BOULEVARD|SAN BERNARDO|39||7|COLONIA|SILAO CENTRO|36100|SAN BERNADO NO.39|1|EN OPERACION|ISP961122JV5|4727484320||0000000000||16/10/2006|16/10/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|SOLICITO CAMBIO DE RESPONSABLE Y CORREO ELECTRÓNICO AUTORIZO EL DIRECTOR DE PLANEACIÓN Y VALIDO EL RESPONSABLE DE CLUES ESTATAL . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.95423|-101.410216|B|MODIFICACION|08/04/2016||||
GTSSA017052|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|014|DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL|0001|DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL|01|I GUANAJUATO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES DOLORES HIDALGO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES DOLORES HIDALGO|24|CARRETERA|DOLORES HIDALGO-XOCONOXTLE|750||7|COLONIA|EL PRETORIO|37805|A UN LADO DEL HOSPITAL GENERAL |1|EN OPERACION|ISP961122JV5|4181824966||0000000000||01/01/2008|13/01/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|SOLICITUD DE MODIFICACIÓN DE RESPONSABLE DE LA UNIDAD Y CORREO ELECTRÓNICO AUTORIZADO POR EL DIRECTOR DE PLANEACION Y VALIDADO POR EL RESPONSABLE DE CLUES ESTATAL. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.13363|-100.93158|B|MODIFICACION|06/01/2016||||
GTSSA017076|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|007|CELAYA|0001|CELAYA|03|III CELAYA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CELAYA PLANTA ALTA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CELAYA PLANTA ALTA|5|CALLE|REAL DEL POTOSI|SIN NUMERO  ||7|COLONIA|VALLE DEL REAL|38024|A ESPALDAS DEL HOSPITAL GENERAL DE CELAYA|1|EN OPERACION|ISP961122JV5|4613162874||0000000000||01/02/2007|01/02/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|APROBADA CONFORME A DOCUMENTOS ENVIADOS POR EL DIRECTOR GENERAL DE PLANEACIÓN DE SERVICIOS DE SALUD DE GUANAJUATO. ELIMINA FECHA DE CONSTRUCCIÓN (SE PIDE REGISTRAR FECHA APROXIMADA SI NO SE TIENE FECHA PRECISA), COMPLETA Y CORRIGE DOMICILIO Y GEOREFERENCIA, ADJUNTA FOTO, PLANO Y AVISO DE FUNCIONAMIENTO. . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.52478|-100.84585|B|MODIFICACION|11/02/2020||||
GTSSA017110|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|015|GUANAJUATO|0001|GUANAJUATO|01|I GUANAJUATO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GUANAJUATO PLANTA ALTA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GUANAJUATO PLANTA ALTA|24|CARRETERA|CUOTA GUANAJUATO-SILAO KILOMETRO 6.5|SIN NUMERO  ||7|COLONIA|LOS ALCALDES|36256|A UN LADO DEL HOSPITAL GENERAL |1|EN OPERACION|ISP961122JV5|4737332810||0000000000||01/01/2008|16/12/2008|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|SOLICITO CAMBIO DE RESPONSABLE Y CORREO ELECTRÓNICO AUTORIZÓ EL DIRECTOR DE PLANEACIÓN Y VALIDÓ EL RESPONSABLE DE CLUES ESTATAL. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|20.98173|-101.28925|B|MODIFICACION|14/09/2016||||
GTSSA017146|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|020|LEON|0001|LEON DE LOS ALDAMA|07|VII LEÓN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA JOYA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA JOYA|5|CALLE|FROMM|602||7|COLONIA|CENTRO FAMILIAR SOLEDAD|37357|ERICK FROM NO. 602|1|EN OPERACION|ISP961122JV5|4777648210||0000000000||01/08/2008|01/01/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|SE ACTUALIZARON DATOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.1391418|-101.7546974|B|MODIFICACION|31/05/2011||||
GTSSA017151|SSA|SECRETARIA DE SALUD|11|GUANAJUATO|020|LEON|0001|LEON DE LOS ALDAMA|07|VII LEÓN|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES DR. CARLOS J. RODRÍGUEZ AJENJO|CECOSAMA|4|BOULEVARD|MARIANO ESCOBEDO|6804||7|COLONIA|LEON  II|37408|BOULEVARD MARIANO ESCOBEDO NO. 6804, COL. LEON II|1|EN OPERACION|ISP961122JV5|4777589377||0000000000||15/05/2008|15/05/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|1|OBRA NUEVA|1|PROPIO|CAPTURARON LOS CONSULTORIOS PORQUE NO TENIAN. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|21.1056973|-101.7309933|B|MODIFICACION|02/04/2012||||
